Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH,Rainfall,Crop
89,53,88,27.134474033328974,57.985207178493795,7.924522893218313,86.64691478977994,Cotton
62,35,85,28.52896108637927,45.56199030132713,6.433912491727759,77.28032075544246,Cotton
66,55,67,29.07248944356406,43.125674190995525,6.220088676871386,81.09657058685877,Groundnut
90,42,61,18.176946975471623,59.37349211148714,6.393514450171419,71.91351015442028,Wheat
67,46,63,19.64613168808971,47.59233528903341,6.474880139862977,69.99897158313351,Wheat
89,87,97,20.64578604073503,85.61927727288871,6.097341690937018,177.70749820158852,Banana
102,54,109,28.10444797685461,86.89331818180449,6.146952559511522,169.27526309979456,Banana
35,39,47,18.742546195241125,40.949429797246374,6.411576907803881,94.09498031722406,Pulses
82,60,96,30.450426671551227,76.48691615390112,5.850845397208305,147.41520959850246,Banana
61,63,45,24.405735280123075,42.648092269929094,6.382252251977459,87.16060724821469,Groundnut
82,48,51,29.892589724769906,77.20113892685322,6.180581368183634,243.85297834731304,Sugarcane
39,48,58,18.340141186846274,36.14432834042542,6.8196878125921865,65.03160511387459,Pulses
83,42,83,26.854027034279195,55.145659565510016,7.795929293695577,65.04765973556297,Cotton
89,62,48,15.523912955948612,43.19249802864334,6.5034349094668675,55.37652087484969,Wheat
80,60,60,29.379018453480953,56.09204711548381,6.117418964786606,99.59248565724988,Maize
71,64,49,24.26916346331108,44.273962831406564,6.630006111122107,50.67808179186774,Wheat
95,55,45,27.37938575035679,56.274130241041306,6.0974480304741085,128.8401415287305,Maize
62,33,66,21.087604594370582,41.23771403360951,7.070735882363302,93.96429878688991,Cotton
46,54,62,25.49868562776205,41.01146207648458,6.426121237952231,99.9418123796597,Groundnut
96,75,60,21.313869461089197,71.79832489719405,5.693249415234169,157.58387819393084,Rice
41,34,59,19.196189516536066,36.639965884755306,6.994194411314583,92.23803288900943,Pulses
116,68,42,27.26586778401274,77.34513892418529,6.8291435520503745,171.62505281865288,Sugarcane
116,66,68,22.23874204612211,66.70435919362284,6.541612089511556,190.84555814084825,Sugarcane
57,44,61,20.346727042260664,47.83821125887818,6.6971636921379805,61.60612057738895,Groundnut
108,85,101,25.059664312268414,76.2382381107341,5.683167273886432,134.44782915316162,Banana
85,64,99,30.096381963668257,86.487008944987,6.095488243311211,140.32120619215192,Banana
90,86,101,30.06906237843699,75.41287883963531,5.621844452210009,249.03563341340924,Banana
90,46,43,24.772799325664472,55.876362078160795,6.989134443122996,90.44649351757593,Wheat
110,58,70,27.015218187273156,75.48474923416255,6.616785713804236,192.7486454090268,Sugarcane
73,46,75,30.02805711940972,40.470649888281976,6.859245727793688,76.7362845644086,Cotton
90,43,46,18.194404768073607,66.3676084955907,5.84816663090244,142.29393634540037,Maize
81,30,74,23.94445978800111,55.30726727716082,6.506052681840506,111.9337429903322,Cotton
68,55,70,34.708121771408614,53.47677796540009,7.693774448857906,79.45976264109109,Cotton
86,56,61,21.03150120122947,53.650649190754436,6.863038759693648,80.03436585118662,Wheat
107,74,111,23.394086450047794,83.84708612308829,5.84999923397399,201.29292209407902,Banana
116,55,61,21.830111203653335,84.0276657111938,5.613440817103917,299.53638278840333,Rice
65,64,41,24.113745714125894,42.52772844811334,6.027843907577413,87.36393693757,Groundnut
113,59,78,29.470629890723764,78.52796713603246,6.048145202728022,176.19707788444944,Rice
71,64,53,22.77461010668428,66.11957801735167,6.510420211346875,91.61307170595504,Maize
53,50,39,23.200444924445097,46.79640704406977,6.19122852021037,88.01238086101475,Pulses
71,61,63,23.51594319304219,59.82907135685584,7.090258246572356,104.93387772774915,Wheat
115,63,64,24.61829573024374,80.9382708519014,6.921728666267446,208.11954237209565,Sugarcane
42,56,45,18.26837069440116,43.23669170227996,6.9505673996482935,75.60768296228343,Pulses
43,35,41,19.852956187282373,43.30111978013262,6.83486764275323,60.56385552567443,Pulses
54,51,56,28.315183331122235,58.367950841631156,6.6497880467643,56.206046891629,Groundnut
72,37,86,25.182960194759524,57.82400146127205,6.027268047811643,79.36359436359831,Cotton
68,43,81,22.28938255879426,56.3055266218112,7.788808777297015,109.41638524789137,Cotton
88,68,45,32.18387181485513,69.60106595977751,6.999401792218558,248.88355313891645,Sugarcane
94,47,62,23.760568527721027,52.760309740401034,5.897246332558068,138.0806006425137,Maize
103,60,108,21.3147475429198,71.31623521381152,6.836977309540448,180.2958524645984,Banana
55,50,44,19.77456142038521,39.780715506152404,7.289334595376905,75.53808226372574,Pulses
58,40,42,27.385058785105187,53.332341697587445,6.119561997752056,84.35857118693508,Groundnut
58,36,63,26.963127918537154,59.89368330392975,6.185000875877927,106.8208717644095,Cotton
101,67,61,23.488119974312824,65.6508299197163,6.826576429942398,202.35635795298558,Sugarcane
95,62,50,21.334141958478785,65.43024123996975,6.582281038674953,138.2692028387177,Maize
81,54,62,20.80488950444093,62.75548283691183,6.784081002466779,82.91052718926156,Maize
88,45,53,25.18314128885605,63.05899316275685,5.984703411739486,148.39221735816233,Maize
66,59,61,28.93635253346134,41.492768621588574,6.907735433177512,109.79393937733894,Groundnut
75,35,73,25.72223971054481,58.83153705467868,7.059427932216735,103.94330679585329,Cotton
64,52,64,28.332043565966742,46.0603501396406,6.966547516552082,87.68717187461431,Groundnut
56,46,53,23.072389618477203,47.40049048285632,6.55047177710294,97.40089049359293,Groundnut
87,50,54,18.456249935764014,56.31538809270214,6.700092140651925,55.37059787970197,Wheat
93,84,109,27.48954419021488,72.12674594696455,5.671209953964448,242.33627380498902,Banana
94,53,64,26.22238483282028,69.68186028562103,6.989535409395711,194.20334209311235,Sugarcane
87,52,84,34.167055340311634,52.97530772318772,7.909131857717622,69.08593886219779,Cotton
66,55,68,16.112087473382186,57.363385906530084,6.446042296962709,61.37765912280955,Wheat
83,33,76,29.679559908238296,53.96396861353,6.429833062773438,62.51784440661806,Cotton
68,68,42,16.16477849673337,45.08522462889729,6.443201886940139,87.09792387149943,Wheat
96,53,64,22.755751505978647,55.926516037996,5.972163348421624,90.60118653547501,Maize
100,43,44,18.96738486203522,68.79137178050331,6.706160340934235,121.06367427985639,Maize
79,59,81,27.675744288263743,52.601862537233266,7.6573058122365785,107.00817360295606,Cotton
86,68,40,24.84649552499506,84.69373847747971,6.48852720309593,189.4136046782628,Sugarcane
57,53,81,27.573261314838874,48.45312067577917,7.991275667189616,60.629618468396664,Cotton
92,49,44,22.859252762089135,52.358631196925955,6.512770928247138,111.1712468864713,Wheat
78,30,70,22.850515208554203,48.7971127942767,7.287913158895227,82.8571107014085,Cotton
97,52,86,33.53604914166012,77.66430731894503,5.82449916644624,177.535054971266,Banana
100,65,50,27.91608973140224,61.76000926859257,6.223723466726067,135.98483551120484,Maize
81,55,104,26.680797889668085,70.29134309502558,5.871099620587518,232.61801667768356,Banana
57,57,48,24.384761841409148,41.432152989658874,6.2772575969205375,43.575225841188626,Pulses
34,39,50,22.851020563830122,34.535452506392915,6.999782965039552,44.806343596576134,Pulses
82,58,49,23.034409237373055,69.66767642609945,6.076725308430596,189.7793440929098,Sugarcane
108,58,42,25.74176150604561,80.97866520176882,6.217990038630756,200.5696743781374,Sugarcane
82,52,47,28.607987745156443,74.15046062219552,7.3170502692666854,205.78736756600733,Sugarcane
86,54,46,20.66098792355572,64.63192125833851,6.811905166412517,214.55721814274278,Sugarcane
89,55,47,24.449187232356397,71.54375060452936,5.669887073219058,169.0416620632459,Rice
73,48,43,18.581397165291445,59.790106667686445,7.026471373388017,116.42864669329009,Wheat
72,50,53,17.859005337712023,53.44779625597409,6.254808891606714,53.87911219095711,Wheat
66,54,48,24.154430005920897,40.480100896897774,6.335371606217462,60.62493532383739,Groundnut
62,65,47,20.498641783643983,59.26318054130133,6.1721303991207535,84.32859634298592,Wheat
104,59,57,31.962710679447287,76.93864512959439,6.820393313978215,197.5089872866768,Sugarcane
41,44,42,19.20901219856874,36.99875707141428,7.173638718319182,99.55087720971828,Pulses
105,53,53,32.45934140647687,65.61643494104416,6.598998870298834,190.9672869292519,Sugarcane
51,52,53,26.98736956657173,36.683854283462196,7.0963055186642405,65.20066025773977,Pulses
102,58,67,27.64998677980661,67.32846367079401,5.871540790413591,128.44353871278213,Maize
94,47,55,21.757612928952238,52.372205781878776,6.852828383406918,54.14239503044793,Wheat
84,57,72,22.862137184702604,43.17473526748619,7.898546212491234,112.77608980270571,Cotton
60,64,48,22.08315390008518,47.108786747281236,6.669219029924867,79.02815239163883,Groundnut
59,42,40,20.24781576271282,34.87603875420359,6.9838549696475996,51.928843656244176,Pulses
87,63,58,27.92998489962808,55.09081085843322,6.3676330040116245,83.03206912780183,Maize
75,66,48,26.93684073395052,58.248061209357324,6.034906727686749,115.92225575974251,Maize
92,56,62,24.7595821613073,82.79898960499082,6.09139308258108,219.4017414105742,Sugarcane
84,65,57,19.155140630620657,58.160301787499485,6.363867399110738,56.39161617812692,Wheat
83,41,47,19.54315783152663,61.47701195950053,5.8730823197193915,82.16516169754962,Maize
56,59,68,21.25375349233873,45.072255417194164,6.642086507352399,66.53219402845107,Groundnut
113,64,55,28.95417835119759,86.20322179919405,5.929673363355148,262.47898969324035,Rice
78,40,49,20.169421806748556,55.37595230060396,6.038373492276887,97.2799919317013,Maize
84,68,52,20.879916294638328,48.52999494483722,6.923131169731253,55.71024479279561,Wheat
39,39,59,25.723493011369705,41.5795529310829,6.021913495663324,61.62252954179024,Pulses
44,33,37,25.03314796561028,45.973115607132726,7.39912940859047,41.20827093695739,Pulses
74,62,44,24.77508766720156,63.26054407446295,6.6148799253947645,145.2218282321556,Maize
69,68,48,23.797524022943435,40.984418290815235,6.346621279311744,112.81700022246004,Wheat
90,42,76,22.071879397103707,81.4777939411729,6.75008738878663,217.48932030541548,Sugarcane
68,59,46,18.125980249083,48.21365266020565,6.314535416145302,118.3592716326033,Wheat
50,52,58,19.550783154437,45.637818259937795,7.148787965827113,81.4993391119925,Pulses
79,51,62,16.307173235897572,53.434177184881214,7.0939647007158095,90.25424014211703,Wheat
65,42,65,16.47227074410517,44.131620324435616,6.469899714870915,94.5247894246558,Wheat
98,65,103,32.37817056889447,85.90116035212262,5.985596238415636,219.47519838807096,Banana
98,87,115,25.650146606441936,76.78481322347673,5.59364699091667,183.2025750336348,Banana
58,47,57,23.169426217672815,56.17652646983368,6.875488650395896,68.14797904768818,Groundnut
86,66,49,31.469764255773104,63.66737785037954,7.035484270351093,244.5024064580569,Sugarcane
104,62,56,30.040354763611226,65.78199820789888,6.365356688796948,180.60471662287716,Sugarcane
52,40,65,21.071954786197843,48.90819042211574,6.168510754835943,100.95915630265193,Cotton
59,56,37,28.06877441097979,35.78881789936416,7.174823181985018,88.19469427988838,Pulses
80,68,47,30.165848618019808,66.30786840337882,7.309564720522805,166.8858463370395,Sugarcane
46,66,40,24.754757152327336,56.981960399173516,6.383397141058259,60.09671531046277,Groundnut
102,57,43,24.93393565813723,56.15748250548735,6.372640095301554,135.5144119859459,Maize
42,59,54,21.054013773964623,56.777077238081375,6.67101298053291,91.82144996025798,Groundnut
46,57,53,17.088702668911644,42.240170599189106,6.459451495331306,59.56647115075441,Pulses
35,56,44,27.937447611023778,34.6614562378167,7.042781199315098,77.77770069631556,Pulses
113,63,79,25.896826973106187,63.481351769617596,6.016072946543038,204.42573370152508,Sugarcane
113,54,53,25.161374267741632,80.41087674609717,5.940664883424294,281.98719400905213,Rice
58,54,35,15.946948638119498,37.935101129110585,6.711009398922668,67.07599684438686,Pulses
109,68,59,26.33288350821017,85.70127842092862,5.695712640099649,273.03799784173344,Rice
76,55,65,15.460630636819774,58.61648149980228,6.991197794536365,102.2454019019269,Wheat
118,64,44,23.894049255627177,70.032875142249,5.876414962520694,235.614222143861,Rice
84,41,48,28.307351609505883,80.25958699641815,5.781392982172163,273.3342168865516,Rice
117,66,72,30.86043783159382,83.22019901719713,6.645803731369556,161.9140671996048,Sugarcane
67,56,70,31.416400124867472,54.22001923899622,6.468998955348187,104.96274100344937,Cotton
55,59,75,24.25691293741485,55.00521588174631,6.5490133470141565,97.479838457023,Cotton
57,61,52,27.39091421992953,53.73027886086505,6.815072100675807,102.64712759619013,Groundnut
82,61,58,15.317224918160312,50.69933346818888,6.056546587372279,106.56474719812158,Wheat
66,47,45,17.486048846133063,50.76789958573915,7.488203459217874,110.02714254263466,Wheat
98,60,65,22.146955030449757,50.13964523760696,6.2841771628324,96.432809520748,Maize
75,59,63,18.823783993774466,69.83778391894984,6.941676234374928,89.59146370254244,Maize
54,46,58,24.2815517303012,41.22850258519665,6.223924587796589,71.79636778393397,Groundnut
101,50,59,32.11798468525972,78.43524860779866,6.805561972112962,233.99977606043433,Sugarcane
97,66,117,24.806019292103223,73.28573686544819,6.674742146385546,135.9247220555786,Banana
62,58,64,20.705356375929565,58.188590073717535,6.190128766318706,99.27500927358226,Groundnut
85,44,40,34.33172287157101,66.17402917479731,7.289468018028909,166.88100057845642,Sugarcane
119,65,55,21.733375650209474,80.91052307464099,6.753698474644148,151.4381235984153,Sugarcane
92,46,51,25.271114344970968,60.074167741681414,6.854099035653954,146.6761752779219,Maize
93,65,86,28.883320989971608,84.01870730035998,5.791410356502702,178.13613418813694,Banana
55,51,68,30.037480989747312,43.1154652116034,7.094090691231155,65.24679010799312,Cotton
65,52,40,15.398114394457538,45.479761989399435,7.4334742008997345,116.75428254807827,Wheat
92,54,43,16.790949393281814,47.8443558686708,7.4216695469538445,59.88393444760295,Wheat
55,30,45,29.718863660869154,37.632329982182696,7.162851808348584,60.555464968667906,Pulses
32,52,58,17.19031528945444,48.761282791362625,7.3764709168566505,93.24813641277294,Pulses
57,50,46,28.20324088147201,51.23727579619037,6.6714060726437365,105.57849661527176,Groundnut
66,65,41,21.88810503589987,51.03872722120933,6.36275729312303,79.81982636278997,Wheat
81,63,55,26.35295833880447,57.25003969063026,6.788797182255974,94.28613628090322,Maize
81,85,86,26.196610965907162,73.98690978942366,6.118549730912021,129.39600318451295,Banana
92,50,49,22.25287084354555,47.207880801082226,6.130606808365962,64.15045794576895,Wheat
47,53,63,25.439731112849675,44.63198049527798,6.848923869476073,73.83628837042758,Groundnut
73,38,63,33.964833837455714,43.23389106547974,7.931664639436665,72.34766261936531,Cotton
90,60,57,28.61374473116111,61.07986511006262,6.441471062987571,93.68206002578799,Maize
59,44,52,23.278381988500342,47.44164509925792,6.759823658428388,70.32940894536844,Groundnut
79,63,63,20.789653202958043,41.090238548756524,6.4710657103776485,84.94392627889323,Wheat
86,52,78,22.219530052460076,49.74768883344086,7.382832115026304,75.70506600806894,Cotton
97,71,42,25.27474808512858,88.19096946024277,6.068955483281851,264.3261880772467,Rice
82,65,74,34.78652374378612,85.82568584993368,6.101384070688564,200.88304475876757,Rice
65,53,88,31.427551057418782,48.91911090184203,6.040046459464375,63.75041649062465,Cotton
65,47,68,24.642039489521267,52.3840863458431,6.480294258791356,89.7022307288808,Groundnut
105,75,93,24.37866760246711,84.97217417163665,6.223901853492281,148.0840872510994,Banana
53,58,85,34.399887655557144,48.542100907206866,6.950200681383441,113.87731297110115,Cotton
82,42,73,24.53042028493742,48.934529374052815,6.24689973162071,72.3588021526177,Cotton
89,31,69,34.68197352447701,44.84707390273525,7.326621419008004,110.3459819279767,Cotton
51,49,79,31.19363012270633,52.005028201991664,7.46250117869475,106.18479737142523,Cotton
63,45,78,25.782975577668424,52.96929113800474,6.1368814184852525,113.84383909929518,Cotton
97,61,109,24.88736876029173,73.83472434780533,6.333245920254447,195.9095076039476,Banana
76,50,70,22.179701126181914,47.121861703328435,7.360768827525044,76.44722182915204,Cotton
74,62,60,24.42417321673988,62.70646693416642,6.035784360347453,94.82221034366937,Maize
87,60,50,30.565029739357705,83.21492203826595,7.108115264423896,180.62678870046147,Sugarcane
43,39,41,17.893058530344213,31.854296216205398,6.7983343122842905,89.29849418673732,Pulses
96,42,70,27.98706361825846,81.28833175559495,6.100583196987136,174.9382995524551,Rice
80,61,64,24.698188646337847,54.552622753993774,7.383905635640937,103.35484408199238,Wheat
65,47,68,21.66685651892513,52.46759131919814,6.9037037556859,84.28501075917686,Wheat
65,50,67,25.193126926423034,43.951118113569564,6.805174397360377,61.14661728192247,Groundnut
91,68,53,32.84001612339729,78.7488420450602,7.207675276974267,163.6845166586357,Sugarcane
118,69,103,25.817514043566415,75.75759356139362,6.587044381392737,228.73402755538137,Banana
101,51,49,33.80803827653832,60.30007568181706,6.829222313577524,224.06635810666262,Sugarcane
58,49,63,29.724613900279024,50.360208627521956,6.614186244319011,64.19658696245044,Groundnut
40,66,57,20.748958420019836,42.12320707094934,6.837472519618775,64.38919713239541,Groundnut
79,53,64,27.224965576350154,51.238930371579755,6.492169503565907,88.34473099884013,Maize
99,69,62,16.179724836280617,40.90302728824584,6.656849830714369,109.07954303594173,Wheat
92,44,41,21.16712707646776,57.2159787383099,6.519295330020491,95.7650725787123,Wheat
103,57,109,25.501974809694026,71.9898933774593,6.649893917068077,245.61565870726417,Banana
85,43,40,21.00792149339619,54.0173139448776,6.427808704020621,94.15392941208344,Wheat
109,58,62,23.978128054952435,64.24398003482067,6.143461044035574,191.9136174442055,Sugarcane
87,57,44,22.46898910549362,71.27759534861806,5.817388850027886,183.04786479329513,Rice
66,65,65,27.517707876829782,58.12467038870277,6.743435173956194,81.96962224408365,Groundnut
101,51,41,20.158266836752848,69.85225381936257,7.2764278491102,184.58588579752694,Sugarcane
37,59,57,27.03057405424303,33.21187390086617,6.806010745264771,51.51732633974355,Pulses
62,38,80,25.42701171588662,56.899417072802024,6.952644704413808,100.18526707309488,Cotton
81,32,74,23.57662680870299,55.12902175977824,6.94831589175816,73.54737312903775,Cotton
96,62,68,19.502768104415907,45.05060779272889,6.664244055576486,109.30885869739066,Wheat
102,66,55,25.127986531972265,84.64509148625763,7.257913331300943,230.85705341473903,Sugarcane
84,51,51,18.82132908825988,46.036187393253876,6.056095485613196,85.37556795541508,Wheat
107,63,74,22.005434815991542,83.38486224169498,7.127134976296954,244.13343927869016,Sugarcane
65,53,50,29.381811725247225,45.51133552618357,6.332172522061732,92.04850508010442,Groundnut
44,58,49,20.32451076790676,44.71176456489355,6.310307115791698,73.94756602669797,Groundnut
89,61,83,33.777824041557764,70.93985002006235,6.0082195324072725,172.66931197819287,Banana
95,44,42,21.40380746644241,57.01008456657194,7.111303902577827,87.98013288761689,Wheat
113,53,43,27.338408821248787,72.66688934632741,5.74254427658297,193.75401760823792,Rice
51,59,44,22.892439028196684,47.38708260178865,6.663742738625387,57.09430354832843,Groundnut
96,63,42,24.926592876107403,63.48075734849914,5.819992565493059,103.72613427439141,Maize
51,33,46,19.234707513160803,41.705936566686226,6.384619541548413,96.03867844867116,Pulses
62,69,54,23.68250107395133,59.580636815833344,6.420736562568617,80.1167243079105,Groundnut
56,67,65,25.820701311242235,55.95609362682145,6.864366266455973,77.41328430423602,Groundnut
69,51,69,29.667061400184608,53.943325085807004,6.083223066208072,101.7775773987811,Groundnut
57,46,41,23.245758827449666,38.343285579514045,7.316624107293937,52.23967621656324,Pulses
51,50,49,15.819154548202036,49.43690602650969,6.7689228661548,57.45261125389495,Pulses
96,52,58,18.049031243850635,43.85352792973401,6.193606870396322,70.8501578873148,Wheat
68,42,71,24.18474245170956,43.32369999219498,6.665458953020758,116.39546237314252,Cotton
89,49,52,20.787225651495913,71.25590716681543,6.382123061005078,185.18848343470063,Sugarcane
58,60,47,21.246474289928134,59.22829080847278,6.635910765709738,95.9521055397519,Groundnut
88,56,44,20.29172075552122,73.77588055546889,5.914408397718495,290.37392001042343,Rice
88,43,57,18.126158694499843,65.23779788754968,6.871965392545747,110.29879447400205,Maize
115,49,70,33.3113680305554,87.87867021339981,5.835816364641534,242.2604631022047,Rice
45,53,43,22.634385606330714,39.056496105686534,6.418041473892789,97.5323123914246,Pulses
60,57,54,22.82550267518639,45.58016580695593,6.404968587376189,109.92757614893927,Groundnut
90,42,48,23.370622261272743,64.60003442161722,6.2293057159524565,84.47306594338616,Maize
83,50,83,34.53181815132761,58.894147633449634,6.66975658027397,94.2512361767257,Cotton
38,46,58,27.16025355506388,48.96739105577838,6.136988601500335,49.68686116197526,Pulses
79,48,56,15.240412373664379,50.68279392271394,7.0325076173198475,102.40889349074085,Wheat
118,57,46,27.999853217894074,70.14113148618094,6.25374284076363,247.74565631838425,Sugarcane
109,51,43,29.048681340260448,65.68152633899156,6.8156806055876205,219.4970133121476,Sugarcane
78,51,57,18.70973712592169,55.44304055231676,6.255693767372463,76.91610695943865,Wheat
57,38,44,15.485837066639926,36.71686974078632,6.770799788569907,87.79869214090829,Pulses
91,59,40,22.812566856784706,78.76496141860316,6.353994908863856,164.3544755943768,Sugarcane
69,46,67,25.128628793769913,56.895951623762926,6.079605076992506,92.41737910960536,Groundnut
108,56,68,20.929770726082886,59.002197173700594,6.910992849332221,126.1995415094722,Maize
67,57,65,24.674790110608274,51.62430954978767,7.436335895121028,67.46531321111361,Cotton
104,57,44,24.167465360288496,63.80246235364016,6.804939514100154,102.60927782238079,Maize
61,31,70,23.4223341765163,45.33544127247848,6.239061739094156,73.81915348097266,Cotton
33,44,53,17.08453487829937,44.945951151197136,6.07187080187,96.91121965083491,Pulses
87,57,71,28.197146890726593,55.5873034067024,7.044993617781177,98.46149145812129,Cotton
83,46,70,32.74919743917783,77.61780725249325,5.996042726016583,151.1649963230953,Rice
97,52,65,17.782676608187696,47.90836540484756,7.030784994703015,107.0355567266561,Wheat
111,42,42,22.00667217490952,83.83267918955931,6.108998381371735,169.90934199359256,Sugarcane
56,46,52,25.448010852760984,42.51286984824628,6.2897279837382145,64.32510626516145,Groundnut
98,54,111,30.560471788874853,74.34905864434472,6.050018319554472,170.8192654893511,Banana
73,56,62,32.20192615852906,44.8331784163837,6.136074628183339,79.01424826323748,Cotton
53,41,54,26.665918651016895,47.16645877757716,7.267296128115763,61.58053367338407,Pulses
115,79,74,29.534479979600597,89.85886931565814,6.2777174890725504,183.8759448335088,Rice
75,51,74,22.918739239594178,57.24422846643876,7.632184705828523,119.03438183382981,Cotton
99,46,78,20.788615967165047,62.61038423745295,6.853474791456184,203.1479246281821,Sugarcane
92,64,47,19.312104848643287,51.3859586826959,6.003114776400122,68.24961418929965,Wheat
70,69,46,16.741566923953965,50.93762347574866,7.071689525828672,81.12393605397332,Wheat
40,42,36,19.446673316162297,48.59299215402657,6.186920078517491,79.14855733043393,Pulses
75,64,51,16.332842580821733,58.55491466150815,7.301553146878859,99.53344100183747,Wheat
75,45,41,28.79691694090646,62.568139152819796,6.326378822123181,82.71298548879277,Maize
44,56,59,22.655575980124137,56.13547139297535,6.251806766050882,99.42478327704802,Groundnut
116,79,110,24.44806384430393,75.30226500830298,6.148015838395544,249.87643475347386,Banana
30,45,51,23.77552753077993,39.77084932880514,6.786294406594961,80.01612505343303,Pulses
66,44,62,24.3567206612229,42.581723902849234,6.742298756733945,88.58626115707102,Groundnut
106,75,86,22.034922007405665,75.20096080504868,6.077587083578442,242.58776192924762,Banana
74,65,55,16.12503130526632,54.71840812747898,6.412648322338686,94.73754928962944,Wheat
108,43,69,21.162617753961335,55.58260941548539,6.916806706674878,81.72510832454259,Maize
70,66,40,23.363785774103995,59.48878621276951,7.463402878734978,54.569373029652475,Wheat
87,66,40,24.170724135191733,60.78382159027266,6.106112119398855,133.7513454543598,Maize
107,59,42,20.551971438136114,51.94036436474179,5.877086291028551,121.48872466500144,Maize
64,48,41,19.6362207434345,55.685425986134334,7.420320294511535,69.26190787416476,Wheat
70,46,74,34.61595529909631,47.20119803861452,6.955734709826272,81.31703845421535,Cotton
100,52,65,30.729834657937033,66.70358074029802,6.473502721746099,162.5251231096208,Sugarcane
85,40,55,25.17218802628151,67.39391769703268,6.86899857794756,111.43264322589732,Maize
40,50,31,25.061475381645536,46.425188407456915,6.366982581907069,65.27805289800187,Pulses
104,60,87,23.64769970396339,81.01141269082729,5.78873972595374,133.24423933814234,Banana
90,63,59,24.168280438518117,62.11507461041869,6.5582561910962625,116.89351095447947,Maize
94,69,65,31.29678270769511,84.54904782572241,6.369616457732262,178.4165149751104,Rice
101,46,62,25.948858615794947,63.121751922648066,6.788167689543269,160.94909725544622,Sugarcane
43,50,30,23.12043957594198,35.68116778080858,7.492162431860859,97.99353511330858,Pulses
107,67,47,31.125261934877347,76.88077093905093,6.308822982267482,185.2481046943351,Sugarcane
71,64,48,28.303201283789978,69.25465167722278,6.554016541059333,92.88709263526698,Maize
82,55,85,31.65340622307309,71.41582872022349,6.490582378593738,225.19532447537637,Banana
116,69,118,34.25460520604272,75.99876979596127,5.528751831287467,176.15861829024732,Banana
109,48,42,30.683303077657378,64.39725708546655,6.353074892847537,199.4370811045758,Sugarcane
72,40,63,16.442400211181035,55.179536637080616,6.750929298500896,113.82495786672399,Wheat
66,56,58,22.32879146151815,43.135208573032784,6.683429415157271,85.62107719452399,Groundnut
55,48,33,21.71957484573285,38.10943352660837,7.476134195949771,57.534937404363276,Pulses
38,39,47,23.468911219354823,35.046454885274905,7.372934910568911,55.94113389197581,Pulses
92,44,55,21.565627023996523,58.139710368764874,6.253124157597345,117.78288720694785,Wheat
95,67,52,18.015868698735517,43.766050498342125,6.455602569337649,56.51121864838725,Wheat
104,55,58,31.933675643863797,72.82767108432681,5.6303204331723355,246.51434242759962,Rice
86,50,63,23.335880094878085,58.47462791753552,7.642942505552382,81.24387374130565,Cotton
97,61,41,30.15686395223846,83.65342304925518,6.128734015059993,189.9152052805963,Rice
105,70,96,33.364608270360556,81.38994517037152,6.748586562552862,248.91116458495966,Banana
81,59,53,34.699331710374175,84.64001834882,7.0300179175861945,174.36147919821943,Sugarcane
51,48,68,31.929790258402804,58.20392248289393,6.765666789536871,97.83811769898483,Cotton
43,52,41,19.6555633366218,45.24259240900649,7.404264846249758,96.44505155406767,Pulses
84,48,72,27.111143961617863,87.51370255172212,5.771430864276053,150.55536102486252,Rice
73,64,54,18.157211297704887,55.827258382457714,7.020840999208257,70.96894237304281,Wheat
98,55,50,21.522811128184465,48.103942851506595,6.89406539321647,57.52153868402357,Wheat
97,65,59,32.295155041706884,84.98375751180501,6.3171468869983665,176.51707411833556,Sugarcane
112,77,116,21.259438451700902,85.40042456911658,6.445262627330562,248.50376298328462,Banana
88,49,71,31.015250530029434,73.04333547133115,6.319805897083703,228.17289890047596,Sugarcane
89,48,65,18.994322790308544,48.37858447874838,6.771842685522447,99.62749869866443,Wheat
41,32,52,15.815221475229857,30.370624671886667,6.215432067103224,79.47696914689756,Pulses
41,44,31,18.65562317856514,36.1178962652304,6.724701968348249,43.79098581161359,Pulses
84,41,44,20.00033915569608,42.55623688720765,6.873356173203879,70.99119879108454,Wheat
95,64,69,28.30718819189673,56.895395337997485,6.268354656655324,142.3715178077048,Maize
85,31,70,29.820261528663583,48.347658836009465,6.288624087374963,65.61356441474014,Cotton
101,79,109,27.59067038617755,73.25022130594913,6.939618582192954,230.70558200224087,Banana
98,44,50,31.43541820560759,72.8775231077956,5.5086190025917805,152.9959398867042,Rice
86,69,58,20.1801534890852,40.14926280834439,6.634029929486139,100.26477128406026,Wheat
106,58,40,20.796227572762017,66.26284008963451,6.506117488544143,94.75341696009343,Maize
107,60,44,28.673275718349345,74.9408109967225,7.1083956830242085,152.91698922907432,Sugarcane
92,40,50,26.41373063959984,51.11455971401969,6.89407341800996,129.14577968191475,Maize
105,40,77,24.364990843469947,87.37918210041792,6.404452811562494,150.11215625557966,Rice
86,48,47,21.187469824576063,41.633595297327076,6.326587348198354,67.52381871669702,Wheat
101,55,105,27.995829351420667,82.63088757352321,6.314410666733991,136.8194802056711,Banana
37,47,54,24.344310662750726,38.93748390400878,7.166977457356405,53.22822885996219,Pulses
49,31,54,28.89878074827572,44.20843630024824,6.628385437189378,71.03633018525863,Pulses
39,53,56,24.996109570423783,35.70808136926845,6.878712591322866,46.56894196413964,Pulses
